value,text
2961,Two thousand, Nine hundred and Sixty One
2962,Two thousand, Nine hundred and Sixty Two
2963,Two thousand, Nine hundred and Sixty Three
2964,Two thousand, Nine hundred and Sixty Four
2965,Two thousand, Nine hundred and Sixty Five
2966,Two thousand, Nine hundred and Sixty Six
2967,Two thousand, Nine hundred and Sixty Seven
2968,Two thousand, Nine hundred and Sixty Eight
2969,Two thousand, Nine hundred and Sixty Nine
2970,Two thousand, Nine hundred and Seventy
2971,Two thousand, Nine hundred and Seventy One
2972,Two thousand, Nine hundred and Seventy Two
2973,Two thousand, Nine hundred and Seventy Three
2974,Two thousand, Nine hundred and Seventy Four
2975,Two thousand, Nine hundred and Seventy Five
2976,Two thousand, Nine hundred and Seventy Six
2977,Two thousand, Nine hundred and Seventy Seven
2978,Two thousand, Nine hundred and Seventy Eight
2979,Two thousand, Nine hundred and Seventy Nine
2980,Two thousand, Nine hundred and Eighty
2981,Two thousand, Nine hundred and Eighty One
2982,Two thousand, Nine hundred and Eighty Two
2983,Two thousand, Nine hundred and Eighty Three
2984,Two thousand, Nine hundred and Eighty Four
2985,Two thousand, Nine hundred and Eighty Five
2986,Two thousand, Nine hundred and Eighty Six
2987,Two thousand, Nine hundred and Eighty Seven
2988,Two thousand, Nine hundred and Eighty Eight
2989,Two thousand, Nine hundred and Eighty Nine
2990,Two thousand, Nine hundred and Ninety
2991,Two thousand, Nine hundred and Ninety One
2992,Two thousand, Nine hundred and Ninety Two
2993,Two thousand, Nine hundred and Ninety Three
2994,Two thousand, Nine hundred and Ninety Four
2995,Two thousand, Nine hundred and Ninety Five
2996,Two thousand, Nine hundred and Ninety Six
2997,Two thousand, Nine hundred and Ninety Seven
2998,Two thousand, Nine hundred and Ninety Eight
2999,Two thousand, Nine hundred and Ninety Nine
3000,Three thousand
3001,Three thousand, One
3002,Three thousand, Two
3003,Three thousand, Three
3004,Three thousand, Four
3005,Three thousand, Five
3006,Three thousand, Six
3007,Three thousand, Seven
3008,Three thousand, Eight
3009,Three thousand, Nine
3010,Three thousand, Ten
3011,Three thousand, Eleven
3012,Three thousand, Twelve
3013,Three thousand, Thirteen
3014,Three thousand, Fourteen
3015,Three thousand, Fifteen
3016,Three thousand, Sixteen
3017,Three thousand, Seventeen
3018,Three thousand, Eighteen
3019,Three thousand, Nineteen
3020,Three thousand, Twenty
3021,Three thousand, Twenty One
3022,Three thousand, Twenty Two
3023,Three thousand, Twenty Three
3024,Three thousand, Twenty Four
3025,Three thousand, Twenty Five
3026,Three thousand, Twenty Six
3027,Three thousand, Twenty Seven
3028,Three thousand, Twenty Eight
3029,Three thousand, Twenty Nine
3030,Three thousand, Thirty
3031,Three thousand, Thirty One
3032,Three thousand, Thirty Two
3033,Three thousand, Thirty Three
3034,Three thousand, Thirty Four
3035,Three thousand, Thirty Five
3036,Three thousand, Thirty Six
3037,Three thousand, Thirty Seven
3038,Three thousand, Thirty Eight
3039,Three thousand, Thirty Nine
3040,Three thousand, Forty
3041,Three thousand, Forty One
3042,Three thousand, Forty Two
3043,Three thousand, Forty Three
3044,Three thousand, Forty Four
3045,Three thousand, Forty Five
3046,Three thousand, Forty Six
3047,Three thousand, Forty Seven
3048,Three thousand, Forty Eight
3049,Three thousand, Forty Nine
3050,Three thousand, Fifty
3051,Three thousand, Fifty One
3052,Three thousand, Fifty Two
3053,Three thousand, Fifty Three
3054,Three thousand, Fifty Four
3055,Three thousand, Fifty Five
3056,Three thousand, Fifty Six
3057,Three thousand, Fifty Seven
3058,Three thousand, Fifty Eight
3059,Three thousand, Fifty Nine
3060,Three thousand, Sixty
3061,Three thousand, Sixty One
3062,Three thousand, Sixty Two
3063,Three thousand, Sixty Three
3064,Three thousand, Sixty Four
3065,Three thousand, Sixty Five
3066,Three thousand, Sixty Six
3067,Three thousand, Sixty Seven
3068,Three thousand, Sixty Eight
3069,Three thousand, Sixty Nine
3070,Three thousand, Seventy
3071,Three thousand, Seventy One
3072,Three thousand, Seventy Two
3073,Three thousand, Seventy Three
3074,Three thousand, Seventy Four
3075,Three thousand, Seventy Five
3076,Three thousand, Seventy Six
3077,Three thousand, Seventy Seven
3078,Three thousand, Seventy Eight
3079,Three thousand, Seventy Nine
3080,Three thousand, Eighty
3081,Three thousand, Eighty One
3082,Three thousand, Eighty Two
3083,Three thousand, Eighty Three
3084,Three thousand, Eighty Four
3085,Three thousand, Eighty Five
3086,Three thousand, Eighty Six
3087,Three thousand, Eighty Seven
3088,Three thousand, Eighty Eight
3089,Three thousand, Eighty Nine
3090,Three thousand, Ninety
3091,Three thousand, Ninety One
3092,Three thousand, Ninety Two
3093,Three thousand, Ninety Three
3094,Three thousand, Ninety Four
3095,Three thousand, Ninety Five
3096,Three thousand, Ninety Six
3097,Three thousand, Ninety Seven
3098,Three thousand, Ninety Eight
3099,Three thousand, Ninety Nine
3100,Three thousand, One hundred
3101,Three thousand, One hundred and One
3102,Three thousand, One hundred and Two
3103,Three thousand, One hundred and Three
3104,Three thousand, One hundred and Four
3105,Three thousand, One hundred and Five
3106,Three thousand, One hundred and Six
3107,Three thousand, One hundred and Seven
3108,Three thousand, One hundred and Eight
3109,Three thousand, One hundred and Nine
3110,Three thousand, One hundred and Ten
3111,Three thousand, One hundred and Eleven
3112,Three thousand, One hundred and Twelve
3113,Three thousand, One hundred and Thirteen
3114,Three thousand, One hundred and Fourteen
3115,Three thousand, One hundred and Fifteen
3116,Three thousand, One hundred and Sixteen
3117,Three thousand, One hundred and Seventeen
3118,Three thousand, One hundred and Eighteen
3119,Three thousand, One hundred and Nineteen
3120,Three thousand, One hundred and Twenty
3121,Three thousand, One hundred and Twenty One
3122,Three thousand, One hundred and Twenty Two
3123,Three thousand, One hundred and Twenty Three
3124,Three thousand, One hundred and Twenty Four
3125,Three thousand, One hundred and Twenty Five
3126,Three thousand, One hundred and Twenty Six
3127,Three thousand, One hundred and Twenty Seven
3128,Three thousand, One hundred and Twenty Eight
3129,Three thousand, One hundred and Twenty Nine
3130,Three thousand, One hundred and Thirty
3131,Three thousand, One hundred and Thirty One
3132,Three thousand, One hundred and Thirty Two
3133,Three thousand, One hundred and Thirty Three
3134,Three thousand, One hundred and Thirty Four
3135,Three thousand, One hundred and Thirty Five
3136,Three thousand, One hundred and Thirty Six
3137,Three thousand, One hundred and Thirty Seven
3138,Three thousand, One hundred and Thirty Eight
3139,Three thousand, One hundred and Thirty Nine
3140,Three thousand, One hundred and Forty
3141,Three thousand, One hundred and Forty One
3142,Three thousand, One hundred and Forty Two
3143,Three thousand, One hundred and Forty Three
3144,Three thousand, One hundred and Forty Four
3145,Three thousand, One hundred and Forty Five
3146,Three thousand, One hundred and Forty Six
3147,Three thousand, One hundred and Forty Seven
3148,Three thousand, One hundred and Forty Eight
3149,Three thousand, One hundred and Forty Nine
3150,Three thousand, One hundred and Fifty
3151,Three thousand, One hundred and Fifty One
3152,Three thousand, One hundred and Fifty Two
3153,Three thousand, One hundred and Fifty Three
3154,Three thousand, One hundred and Fifty Four
3155,Three thousand, One hundred and Fifty Five
3156,Three thousand, One hundred and Fifty Six
3157,Three thousand, One hundred and Fifty Seven
3158,Three thousand, One hundred and Fifty Eight
3159,Three thousand, One hundred and Fifty Nine
3160,Three thousand, One hundred and Sixty
3161,Three thousand, One hundred and Sixty One
3162,Three thousand, One hundred and Sixty Two
3163,Three thousand, One hundred and Sixty Three
3164,Three thousand, One hundred and Sixty Four
3165,Three thousand, One hundred and Sixty Five
3166,Three thousand, One hundred and Sixty Six
3167,Three thousand, One hundred and Sixty Seven
3168,Three thousand, One hundred and Sixty Eight
3169,Three thousand, One hundred and Sixty Nine
3170,Three thousand, One hundred and Seventy
3171,Three thousand, One hundred and Seventy One
3172,Three thousand, One hundred and Seventy Two
3173,Three thousand, One hundred and Seventy Three
3174,Three thousand, One hundred and Seventy Four
3175,Three thousand, One hundred and Seventy Five
3176,Three thousand, One hundred and Seventy Six
3177,Three thousand, One hundred and Seventy Seven
3178,Three thousand, One hundred and Seventy Eight
3179,Three thousand, One hundred and Seventy Nine
3180,Three thousand, One hundred and Eighty
3181,Three thousand, One hundred and Eighty One
3182,Three thousand, One hundred and Eighty Two
3183,Three thousand, One hundred and Eighty Three
3184,Three thousand, One hundred and Eighty Four
3185,Three thousand, One hundred and Eighty Five
3186,Three thousand, One hundred and Eighty Six
3187,Three thousand, One hundred and Eighty Seven
3188,Three thousand, One hundred and Eighty Eight
3189,Three thousand, One hundred and Eighty Nine
3190,Three thousand, One hundred and Ninety
3191,Three thousand, One hundred and Ninety One
3192,Three thousand, One hundred and Ninety Two
3193,Three thousand, One hundred and Ninety Three
3194,Three thousand, One hundred and Ninety Four
3195,Three thousand, One hundred and Ninety Five
3196,Three thousand, One hundred and Ninety Six
3197,Three thousand, One hundred and Ninety Seven
3198,Three thousand, One hundred and Ninety Eight
3199,Three thousand, One hundred and Ninety Nine
3200,Three thousand, Two hundred
3201,Three thousand, Two hundred and One
3202,Three thousand, Two hundred and Two
3203,Three thousand, Two hundred and Three
3204,Three thousand, Two hundred and Four
3205,Three thousand, Two hundred and Five
3206,Three thousand, Two hundred and Six
3207,Three thousand, Two hundred and Seven
3208,Three thousand, Two hundred and Eight
3209,Three thousand, Two hundred and Nine
3210,Three thousand, Two hundred and Ten
3211,Three thousand, Two hundred and Eleven
3212,Three thousand, Two hundred and Twelve
3213,Three thousand, Two hundred and Thirteen
3214,Three thousand, Two hundred and Fourteen
3215,Three thousand, Two hundred and Fifteen
3216,Three thousand, Two hundred and Sixteen
3217,Three thousand, Two hundred and Seventeen
3218,Three thousand, Two hundred and Eighteen
3219,Three thousand, Two hundred and Nineteen
3220,Three thousand, Two hundred and Twenty
3221,Three thousand, Two hundred and Twenty One
3222,Three thousand, Two hundred and Twenty Two
3223,Three thousand, Two hundred and Twenty Three
3224,Three thousand, Two hundred and Twenty Four
3225,Three thousand, Two hundred and Twenty Five
3226,Three thousand, Two hundred and Twenty Six
3227,Three thousand, Two hundred and Twenty Seven
3228,Three thousand, Two hundred and Twenty Eight
3229,Three thousand, Two hundred and Twenty Nine
3230,Three thousand, Two hundred and Thirty
3231,Three thousand, Two hundred and Thirty One
3232,Three thousand, Two hundred and Thirty Two
3233,Three thousand, Two hundred and Thirty Three
3234,Three thousand, Two hundred and Thirty Four
3235,Three thousand, Two hundred and Thirty Five
3236,Three thousand, Two hundred and Thirty Six
3237,Three thousand, Two hundred and Thirty Seven
3238,Three thousand, Two hundred and Thirty Eight
3239,Three thousand, Two hundred and Thirty Nine
3240,Three thousand, Two hundred and Forty
3241,Three thousand, Two hundred and Forty One
3242,Three thousand, Two hundred and Forty Two
3243,Three thousand, Two hundred and Forty Three
3244,Three thousand, Two hundred and Forty Four
3245,Three thousand, Two hundred and Forty Five
3246,Three thousand, Two hundred and Forty Six
3247,Three thousand, Two hundred and Forty Seven
3248,Three thousand, Two hundred and Forty Eight
3249,Three thousand, Two hundred and Forty Nine
3250,Three thousand, Two hundred and Fifty
3251,Three thousand, Two hundred and Fifty One
3252,Three thousand, Two hundred and Fifty Two
3253,Three thousand, Two hundred and Fifty Three
3254,Three thousand, Two hundred and Fifty Four
3255,Three thousand, Two hundred and Fifty Five
3256,Three thousand, Two hundred and Fifty Six
3257,Three thousand, Two hundred and Fifty Seven
3258,Three thousand, Two hundred and Fifty Eight
3259,Three thousand, Two hundred and Fifty Nine
3260,Three thousand, Two hundred and Sixty
3261,Three thousand, Two hundred and Sixty One
3262,Three thousand, Two hundred and Sixty Two
3263,Three thousand, Two hundred and Sixty Three
3264,Three thousand, Two hundred and Sixty Four
3265,Three thousand, Two hundred and Sixty Five
3266,Three thousand, Two hundred and Sixty Six
3267,Three thousand, Two hundred and Sixty Seven
3268,Three thousand, Two hundred and Sixty Eight
3269,Three thousand, Two hundred and Sixty Nine
3270,Three thousand, Two hundred and Seventy
3271,Three thousand, Two hundred and Seventy One
3272,Three thousand, Two hundred and Seventy Two
3273,Three thousand, Two hundred and Seventy Three
3274,Three thousand, Two hundred and Seventy Four
3275,Three thousand, Two hundred and Seventy Five
3276,Three thousand, Two hundred and Seventy Six
3277,Three thousand, Two hundred and Seventy Seven
3278,Three thousand, Two hundred and Seventy Eight
3279,Three thousand, Two hundred and Seventy Nine
3280,Three thousand, Two hundred and Eighty
3281,Three thousand, Two hundred and Eighty One
3282,Three thousand, Two hundred and Eighty Two
3283,Three thousand, Two hundred and Eighty Three
3284,Three thousand, Two hundred and Eighty Four
3285,Three thousand, Two hundred and Eighty Five
3286,Three thousand, Two hundred and Eighty Six
3287,Three thousand, Two hundred and Eighty Seven
3288,Three thousand, Two hundred and Eighty Eight
3289,Three thousand, Two hundred and Eighty Nine
3290,Three thousand, Two hundred and Ninety
3291,Three thousand, Two hundred and Ninety One
3292,Three thousand, Two hundred and Ninety Two
3293,Three thousand, Two hundred and Ninety Three
3294,Three thousand, Two hundred and Ninety Four
